Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
Stockroom Associate,0.3,175,1239,0.1412429378531073,Medical & Healthcare,Philippines,550.0
File Clerk,0.88,228,1797,0.1268781302170283,Leadership & Strategy,Singapore,272.0
Patient Sitter,0.2,97,648,0.1496913580246913,Leadership & Strategy,Laos,560.0
Montessori Teacher,0.07,689,2885,0.2388214904679376,Communication & PR,Cambodia,572.0
Claim Adjuster,0.2,7,46,0.1521739130434782,Communication & PR,Laos,560.0
Business Manager,0.68,164,1072,0.1529850746268656,Supply Chain & Logistics,Singapore,392.0
Accounts Payable Coordinator,0.25,225,1585,0.1419558359621451,Administrative & Clerical,Vietnam,556.25
Qa Specialist,0.25,786,2543,0.3090837593393629,Sales & Marketing,Vietnam,556.25
Principal Consultant,0.45,207,1899,0.1090047393364928,Leadership & Strategy,Malaysia,516.25
Electrical Inspector,0.25,176,1325,0.1328301886792453,Law Enforcement,Vietnam,556.25
Junior Financial Analyst,0.4,792,2669,0.2967403521918321,Construction,Thailand,530.0
Ultrasound Technologist,0.7,76,566,0.1342756183745583,Medical & Healthcare,Singapore,380.0
Psychologist,0.1,520,2350,0.2212765957446808,Sales & Marketing,Cambodia,560.0
Sports Physical Therapist,0.05,494,2640,0.1871212121212121,Data & IT,Cambodia,580.0
Home Attendant,0.15,401,1604,0.25,Administrative & Clerical,Myanmar,561.25
Medical Billing Specialist,0.7,124,827,0.1499395405078597,Data & IT,Singapore,380.0
Healthcare Business Analyst,0.6,206,1671,0.1232794733692399,Administrative & Clerical,Singapore,440.0
Quality Engineer,0.3,199,1597,0.1246086412022542,Sales & Marketing,Philippines,550.0
Press Operator,0.8,84,1077,0.0779944289693593,Leadership & Strategy,Singapore,320.0
Product Safety Engineer,0.2,650,2800,0.2321428571428571,Law Enforcement,Laos,560.0
Immigration Specialist,0.1,769,3186,0.241368487131199,Supply Chain & Logistics,Cambodia,560.0
Hospital Social Worker,0.2,170,1160,0.146551724137931,Construction,Laos,560.0
Affiliate Manager,0.05,1157,4346,0.2662218131615278,Sales & Marketing,Cambodia,580.0
Test Pilot,0.2,119,1072,0.1110074626865671,Administrative & Clerical,Laos,560.0
Registered Dental Assistant,0.6,42,360,0.1166666666666666,Sales & Marketing,Singapore,440.0
Tree Trimmer,0.15,476,1917,0.2483046426708398,Law Enforcement,Myanmar,561.25
Front Desk Associate,0.4,826,2445,0.3378323108384458,Sales & Marketing,Thailand,530.0
Salon Manager,0.3,470,1263,0.3721298495645289,Hospitality,Philippines,550.0
3D Designer,0.25,272,1956,0.1390593047034765,Sales & Marketing,Vietnam,556.25
Tax Specialist,0.5,114,870,0.1310344827586207,Construction,Malaysia,487.5
Assistant Restaurant Manager,0.35,142,1006,0.1411530815109344,Construction,Indonesia,541.25
Nursery Worker,0.05,266,1183,0.2248520710059171,Supply Chain & Logistics,Cambodia,580.0
Training Specialist,0.35,1018,3114,0.3269107257546564,Leadership & Strategy,Indonesia,541.25
Technology Director,0.2,191,1401,0.1363311920057102,Data & IT,Laos,560.0
Information Security Manager,0.2,264,1785,0.1478991596638655,Data & IT,Laos,560.0
Linux Engineer,0.5,189,1387,0.1362653208363374,Sales & Marketing,Malaysia,487.5
Regional Sales Representative,0.5,216,1967,0.1098118962887646,Medical & Healthcare,Malaysia,487.5
Animal Care Technician,0.05,292,1453,0.2009635237439779,Construction,Cambodia,580.0
Er Technician,0.2,138,866,0.1593533487297921,Medical & Healthcare,Laos,560.0
Equipment Specialist,0.3,168,1253,0.1340782122905028,Leadership & Strategy,Philippines,550.0
Online Instructor,0.4,846,2784,0.3038793103448275,Administrative & Clerical,Thailand,530.0
Business Management Consultant,0.6,143,984,0.1453252032520325,Leadership & Strategy,Singapore,440.0
Desktop Support Analyst,0.25,247,1585,0.1558359621451104,Hospitality,Vietnam,556.25
Paralegal,0.5,144,982,0.1466395112016293,Supply Chain & Logistics,Malaysia,487.5
Construction Estimator,0.5,163,1111,0.1467146714671467,Leadership & Strategy,Malaysia,487.5
Laundry Attendant,0.3,113,927,0.1218985976267529,Sales & Marketing,Philippines,550.0
Technical Specialist,0.2,193,1421,0.1358198451794511,Communication & PR,Laos,560.0
Technology Manager,0.3,283,2058,0.1375121477162293,Leadership & Strategy,Philippines,550.0
Web Developer,0.2,193,1406,0.1372688477951635,Leadership & Strategy,Laos,560.0
Cafe Manager,0.3,211,1354,0.155834564254062,Medical & Healthcare,Philippines,550.0
Casino,0.25,145,1133,0.1279788172992056,Communication & PR,Vietnam,556.25
Project Estimator,0.35,865,2706,0.319660014781966,Medical & Healthcare,Indonesia,541.25
Water Engineer,0.2,143,1165,0.1227467811158798,Data & IT,Laos,560.0
Technical Services Manager,0.1,1249,5254,0.2377236391320898,Sales & Marketing,Cambodia,560.0
School Psychologist,0.1,644,2506,0.2569832402234637,Communication & PR,Cambodia,560.0
Front Office Coordinator,0.4,873,2608,0.3347392638036809,Administrative & Clerical,Thailand,530.0
Loan Servicing Specialist,0.2,244,1647,0.1481481481481481,Construction,Laos,560.0
Sports Director,0.25,672,1656,0.4057971014492754,Medical & Healthcare,Vietnam,556.25
Qa Manager,0.25,779,2477,0.3144933387161889,Construction,Vietnam,556.25
Real Estate Agent,0.15,1093,4314,0.2533611497450162,Law Enforcement,Myanmar,561.25
Speech Therapy Assistant,0.05,782,3282,0.2382693479585618,Communication & PR,Cambodia,580.0
Underwriter,0.4,706,2654,0.2660135644310474,Construction,Thailand,530.0
Marketing Consultant,0.55,200,1637,0.1221747098350641,Medical & Healthcare,Malaysia,458.75
General Ledger Accountant,0.35,466,1543,0.3020090732339598,Administrative & Clerical,Indonesia,541.25
Registration Clerk,0.6,85,710,0.1197183098591549,Hospitality,Singapore,440.0
Litigation Attorney,0.4,503,1699,0.2960565038257798,Hospitality,Thailand,530.0
Software Test Engineer,0.5,272,2209,0.1231326392032594,Communication & PR,Malaysia,487.5
Corporate Travel Consultant,0.15,1077,4443,0.2424037812288993,Construction,Myanmar,561.25
Industrial Cleaner,0.15,181,865,0.2092485549132948,Leadership & Strategy,Myanmar,561.25
Content Specialist,0.4,986,3369,0.2926684476105669,Communication & PR,Thailand,530.0
Outreach Coordinator,0.4,901,3233,0.2786885245901639,Construction,Thailand,530.0
Credit Officer,0.7,174,1452,0.1198347107438016,Medical & Healthcare,Singapore,380.0
Middle School Teacher,0.07,861,3600,0.2391666666666666,Hospitality,Cambodia,572.0
Safety Consultant,0.65,73,765,0.0954248366013071,Law Enforcement,Singapore,410.0
Pharmacist Technician,0.4,238,1071,0.2222222222222222,Supply Chain & Logistics,Thailand,530.0
Reliability Engineer,0.25,460,1373,0.3350327749453751,Hospitality,Vietnam,556.25
Laser Technician,0.3,132,1242,0.1062801932367149,Data & IT,Philippines,550.0
Vp Engineering,0.05,1104,4371,0.2525737817433082,Communication & PR,Cambodia,580.0
Interventional Radiologist,0.15,304,1140,0.2666666666666666,Administrative & Clerical,Myanmar,561.25
Medical Sales Representative,0.5,530,1676,0.3162291169451074,Communication & PR,Malaysia,487.5
Wedding Planner,0.25,787,2506,0.3140462889066241,Communication & PR,Vietnam,556.25
Traffic Manager,0.35,281,2146,0.1309412861136999,Leadership & Strategy,Indonesia,541.25
Education Consultant,0.4,618,1955,0.3161125319693094,Hospitality,Thailand,530.0
Business Associate,0.5,229,2087,0.1097268806899856,Medical & Healthcare,Malaysia,487.5
Business Administrator,0.35,238,1432,0.1662011173184357,Data & IT,Indonesia,541.25
Edi Developer,0.55,114,746,0.1528150134048257,Construction,Malaysia,458.75
Bus Driver,0.45,80,426,0.1877934272300469,Administrative & Clerical,Malaysia,516.25
Hvac,0.35,204,765,0.2666666666666666,Communication & PR,Indonesia,541.25
Barback,0.15,308,1246,0.247191011235955,Sales & Marketing,Myanmar,561.25
Dietary Supervisor,0.3,117,836,0.1399521531100478,Leadership & Strategy,Philippines,550.0
Hvac Instructor,0.35,273,917,0.2977099236641221,Communication & PR,Indonesia,541.25
Custodial Worker,0.55,44,485,0.090721649484536,Communication & PR,Malaysia,458.75
Knowledge Management Specialist,0.2,274,1806,0.1517165005537098,Law Enforcement,Laos,560.0
Nursing,0.35,237,882,0.2687074829931973,Leadership & Strategy,Indonesia,541.25
Senior Finance Manager,0.1,781,3525,0.2215602836879432,Communication & PR,Cambodia,560.0
Area Supervisor,0.25,217,1508,0.1438992042440318,Construction,Vietnam,556.25
Digital Designer,0.45,765,2778,0.275377969762419,Administrative & Clerical,Malaysia,516.25
Emergency Room Technician,0.2,140,863,0.1622247972190034,Leadership & Strategy,Laos,560.0
Produce Clerk,0.2,104,669,0.1554559043348281,Supply Chain & Logistics,Laos,560.0
Patient Advocate,0.2,206,1173,0.175618073316283,Law Enforcement,Laos,560.0
Cabin Cleaner,0.5,20,240,0.0833333333333333,Supply Chain & Logistics,Malaysia,487.5
Scrum Master,0.05,757,2929,0.2584499829293274,Hospitality,Cambodia,580.0
Crisis Counselor,0.38,397,1224,0.3243464052287582,Administrative & Clerical,Thailand,541.0
Trainer,0.25,774,1971,0.3926940639269406,Law Enforcement,Vietnam,556.25
Project Consultant,0.6,183,1636,0.1118581907090464,Law Enforcement,Singapore,440.0
Child Life Specialist,0.5,452,1561,0.2895579756566304,Sales & Marketing,Malaysia,487.5
Middle School Science Teacher,0.07,889,3644,0.2439626783754116,Sales & Marketing,Cambodia,572.0
Marine Biologist,0.1,431,2053,0.209936678032148,Data & IT,Cambodia,560.0
It Operations Manager,0.15,1208,4479,0.2697030587184639,Law Enforcement,Myanmar,561.25
Senior Account Manager,0.1,886,3793,0.2335881887687846,Sales & Marketing,Cambodia,560.0
Shipping Coordinator,0.6,160,1175,0.1361702127659574,Hospitality,Singapore,440.0
Maintenance Supervisor,0.2,147,1216,0.1208881578947368,Sales & Marketing,Laos,560.0
K9 Handler,0.1,354,1600,0.22125,Hospitality,Cambodia,560.0
Press Brake Operator,0.25,255,939,0.2715654952076677,Data & IT,Vietnam,556.25
Purchaser,0.59,142,1024,0.138671875,Communication & PR,Singapore,446.0
Front End Developer,0.7,159,1104,0.1440217391304347,Hospitality,Singapore,380.0
Medical Coder,0.75,109,773,0.1410090556274256,Data & IT,Singapore,350.0
Property Management,0.2,257,2256,0.113918439716312,Data & IT,Laos,560.0
Desktop Engineer,0.25,214,1711,0.1250730566919929,Sales & Marketing,Vietnam,556.25
Porter,0.1,203,1030,0.1970873786407767,Administrative & Clerical,Cambodia,560.0
Operating Room Assistant,0.25,306,1037,0.2950819672131147,Law Enforcement,Vietnam,556.25
Chief Of Police,0.7,122,1047,0.1165234001910219,Data & IT,Singapore,380.0
Anesthesiologist Assistant,0.4,382,1277,0.2991386061080657,Administrative & Clerical,Thailand,530.0
Medical Engineer,0.15,666,3053,0.2181460858172289,Sales & Marketing,Myanmar,561.25
Hr Administrative Assistant,0.05,919,3883,0.2366726757661602,Supply Chain & Logistics,Cambodia,580.0
Media Producer,0.25,793,2650,0.2992452830188679,Supply Chain & Logistics,Vietnam,556.25
Quality Control Manager,0.2,228,1858,0.1227125941872981,Hospitality,Laos,560.0
Content Writer,0.35,553,2025,0.2730864197530864,Sales & Marketing,Indonesia,541.25
Car Mechanic,0.35,66,525,0.1257142857142857,Leadership & Strategy,Indonesia,541.25
Financial Specialist,0.7,174,1127,0.1543921916592724,Sales & Marketing,Singapore,380.0
Advertising Director,0.15,1250,5196,0.2405696689761355,Construction,Myanmar,561.25
Traveler,0.15,708,3088,0.2292746113989637,Data & IT,Myanmar,561.25
Merchandise Coordinator,0.4,804,2897,0.2775284777355885,Sales & Marketing,Thailand,530.0
Personal Care Worker,0.1,260,929,0.2798708288482239,Data & IT,Cambodia,560.0
Organizational Development Consultant,0.25,741,2138,0.3465855940130963,Sales & Marketing,Vietnam,556.25
Marketing Representative,0.1,1251,5064,0.2470379146919431,Construction,Cambodia,560.0
Care Assistant,0.15,612,2606,0.2348426707597851,Data & IT,Myanmar,561.25
Software Engineer,0.6,133,1342,0.0991058122205663,Communication & PR,Singapore,440.0
Safety Advisor,0.2,258,1486,0.1736204576043068,Hospitality,Laos,560.0
Research Scientist,0.15,849,3400,0.2497058823529411,Administrative & Clerical,Myanmar,561.25
Park Manager,0.2,734,3128,0.2346547314578005,Leadership & Strategy,Laos,560.0
Information Specialist,0.6,153,1186,0.1290050590219224,Construction,Singapore,440.0
Travel Rn,0.5,28,197,0.1421319796954314,Supply Chain & Logistics,Malaysia,487.5
Graphics Designer,0.35,631,2347,0.2688538559863656,Supply Chain & Logistics,Indonesia,541.25
Career Specialist,0.15,1074,4405,0.2438138479001135,Medical & Healthcare,Myanmar,561.25
Implementation Project Manager,0.53,206,1608,0.1281094527363184,Leadership & Strategy,Malaysia,470.25
Property Accountant,0.2,177,1370,0.1291970802919708,Construction,Laos,560.0
Video Production Assistant,0.2,236,1651,0.1429436705027256,Communication & PR,Laos,560.0
Sales Lead,0.15,1154,4417,0.2612633008829522,Leadership & Strategy,Myanmar,561.25
Console Operator,0.2,6,46,0.1304347826086956,Leadership & Strategy,Laos,560.0
Corrosion Engineer,0.2,5,40,0.125,Data & IT,Laos,560.0
Desktop Publisher,0.1,1078,4877,0.2210375230674595,Construction,Cambodia,560.0
Quality Supervisor,0.2,219,1844,0.118763557483731,Supply Chain & Logistics,Laos,560.0
Teachers Aide,0.1,767,3639,0.2107721901621324,Hospitality,Cambodia,560.0
Corporate Controller,0.15,848,3330,0.2546546546546546,Hospitality,Myanmar,561.25
Teamster,0.1,322,1482,0.2172739541160593,Law Enforcement,Cambodia,560.0
Floral Assistant,0.15,437,1943,0.2249099330931549,Administrative & Clerical,Myanmar,561.25
Corporate Event Planner,0.35,508,1624,0.312807881773399,Hospitality,Indonesia,541.25
Interior Design Consultant,0.2,255,1966,0.12970498474059,Construction,Laos,560.0
Facilities Assistant,0.18,382,1845,0.2070460704607046,Construction,Laos,569.0
Hr Recruiter,0.15,1072,4257,0.2518205308902983,Hospitality,Myanmar,561.25
Pizza Cook,0.2,83,879,0.0944254835039817,Sales & Marketing,Laos,560.0
Gymnastics Coach,0.15,401,1749,0.2292738707833047,Hospitality,Myanmar,561.25
Surgical Technician,0.4,265,887,0.2987598647125141,Administrative & Clerical,Thailand,530.0
Border Patrol Agent,0.05,504,2077,0.2426576793452094,Construction,Cambodia,580.0
Route Sales Representative,0.45,485,1626,0.2982779827798278,Hospitality,Malaysia,516.25
Pre Sales Consultant,0.5,208,1948,0.1067761806981519,Leadership & Strategy,Malaysia,487.5
Vba Developer,0.85,191,1672,0.1142344497607655,Leadership & Strategy,Singapore,290.0
Qa Test Lead,0.3,328,2375,0.1381052631578947,Administrative & Clerical,Philippines,550.0
Insurance Adjuster,0.3,152,1454,0.1045392022008253,Administrative & Clerical,Philippines,550.0
Laundry,0.3,96,767,0.1251629726205997,Medical & Healthcare,Philippines,550.0
Inventory Manager,0.1,981,4104,0.2390350877192982,Medical & Healthcare,Cambodia,560.0
Materials Manager,0.3,228,1373,0.1660597232337946,Hospitality,Philippines,550.0
Bar Server,0.2,425,1725,0.2463768115942029,Medical & Healthcare,Laos,560.0
Interaction Designer,0.25,271,2044,0.1325831702544031,Hospitality,Vietnam,556.25
Support Engineer,0.4,442,1778,0.24859392575928,Supply Chain & Logistics,Thailand,530.0
Broker,0.3,198,1271,0.1557828481510621,Leadership & Strategy,Philippines,550.0
Admissions Counselor,0.15,885,3554,0.2490151941474395,Hospitality,Myanmar,561.25
Psychiatric Aide,0.2,121,1365,0.0886446886446886,Communication & PR,Laos,560.0
Technical Sales Manager,0.15,1185,5065,0.2339585389930898,Law Enforcement,Myanmar,561.25
Dental Office Manager,0.4,651,2087,0.31193100143747,Hospitality,Thailand,530.0
Rn Supervisor,0.2,669,2703,0.2475027746947835,Communication & PR,Laos,560.0
Landscape Designer,0.15,694,3033,0.2288163534454335,Administrative & Clerical,Myanmar,561.25
Trauma Surgeon,0.12,417,1706,0.2444314185228605,Data & IT,Myanmar,574.0
Unix Engineer,0.36,516,1690,0.3053254437869822,Sales & Marketing,Thailand,552.0
Food Handler,0.1,347,1160,0.2991379310344828,Medical & Healthcare,Cambodia,560.0
Clinical Nurse,0.4,458,1509,0.3035122597746852,Data & IT,Thailand,530.0
Supply Chain Manager,0.2,1199,4710,0.2545647558386412,Hospitality,Laos,560.0
Hearing Aid Specialist,0.4,301,1053,0.2858499525166192,Data & IT,Thailand,530.0
Coding Specialist,0.6,138,1094,0.1261425959780621,Leadership & Strategy,Singapore,440.0
Assistant Basketball Coach,0.1,946,3606,0.2623405435385468,Administrative & Clerical,Cambodia,560.0
Chemical Process Engineer,0.28,191,1637,0.1166768478924862,Medical & Healthcare,Philippines,560.0
Senior Civil Engineer,0.3,156,1257,0.1241050119331742,Sales & Marketing,Philippines,550.0
Trading Analyst,0.5,148,1070,0.1383177570093458,Sales & Marketing,Malaysia,487.5
Health Services Manager,0.35,436,1437,0.3034098816979819,Medical & Healthcare,Indonesia,541.25
Dialysis Rn,0.25,155,1177,0.1316907391673746,Leadership & Strategy,Vietnam,556.25
Economist,0.25,214,1450,0.1475862068965517,Hospitality,Vietnam,556.25
Material Controller,0.2,151,1212,0.1245874587458745,Supply Chain & Logistics,Laos,560.0
Practical Nurse,0.33,95,445,0.2134831460674157,Data & IT,Indonesia,551.75
Emergency Medicine Physician Assistant,0.15,319,1159,0.2752372735116479,Sales & Marketing,Myanmar,561.25
Home Inspector,0.6,69,521,0.1324376199616123,Supply Chain & Logistics,Singapore,440.0
Transcriber,0.85,205,1359,0.1508462104488594,Data & IT,Singapore,290.0
Reviewer,0.1,1217,4948,0.2459579628132578,Administrative & Clerical,Cambodia,560.0
Social Worker,0.2,886,3413,0.2595956636390272,Law Enforcement,Laos,560.0
Family Counselor,0.3,138,903,0.1528239202657807,Hospitality,Philippines,550.0
Dispatch Manager,0.15,832,3352,0.2482100238663484,Leadership & Strategy,Myanmar,561.25
Gastroenterologist,0.1,430,1784,0.2410313901345291,Sales & Marketing,Cambodia,560.0
Flight Attendant,0.1,409,1541,0.2654120700843608,Communication & PR,Cambodia,560.0
Sales Operations Manager,0.29,702,1800,0.39,Communication & PR,Philippines,555.0
Quality Assurance Specialist,0.25,772,2533,0.3047769443347809,Administrative & Clerical,Vietnam,556.25
Web Manager,0.3,238,1709,0.139262726740784,Supply Chain & Logistics,Philippines,550.0
Publisher,0.25,808,2321,0.3481258078414476,Communication & PR,Vietnam,556.25
Order Builder,0.4,341,1195,0.2853556485355648,Leadership & Strategy,Thailand,530.0
Student Mentor,0.1,817,3663,0.223041223041223,Law Enforcement,Cambodia,560.0
Biology Instructor,0.1,716,2975,0.240672268907563,Medical & Healthcare,Cambodia,560.0
Social Media Analyst,0.55,247,2115,0.1167848699763593,Law Enforcement,Malaysia,458.75
General Contractor,0.35,299,939,0.3184238551650692,Leadership & Strategy,Indonesia,541.25
Title Clerk,0.65,107,704,0.1519886363636363,Supply Chain & Logistics,Singapore,410.0
Facility Technician,0.2,118,848,0.1391509433962264,Supply Chain & Logistics,Laos,560.0
